Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall
1602006151.425547,74.000000,0.000000,4135.897461,4141.538574,4129.230957,4137.948730,4141.025879,4124.615234,4129.743652,4124.102539,4135.897461,4126.666504,4122.563965,4140.000000,4123.077148,4126.153809,872.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.433329,75.000000,0.000000,4137.436035,4141.025879,4124.615234,4136.410156,4138.461426,4114.871582,4124.102539,4123.589844,4129.230957,4115.384766,4125.641113,4148.717773,4124.615234,4127.179688,836.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.441211,76.000000,0.000000,4133.333496,4136.922852,4127.179688,4137.948730,4127.692383,4106.666504,4118.461426,4122.051270,4124.615234,4120.512695,4119.487305,4145.641113,4118.974121,4116.410156,763.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.449092,77.000000,0.000000,4142.563965,4144.102539,4137.436035,4138.974121,4124.615234,4109.230957,4121.025879,4122.051270,4132.307617,4120.512695,4123.077148,4148.205078,4124.102539,4124.102539,746.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.456974,78.000000,0.000000,4152.307617,4154.358887,4144.615234,4143.077148,4125.641113,4115.384766,4128.205078,4124.615234,4144.102539,4127.179688,4136.922852,4157.436035,4140.512695,4145.128418,872.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.464856,79.000000,0.000000,4144.102539,4144.102539,4140.512695,4142.563965,4119.487305,4108.205078,4128.717773,4122.563965,4137.948730,4140.512695,4139.487305,4154.871582,4135.384766,4139.487305,836.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.472737,80.000000,0.000000,4137.948730,4133.333496,4136.922852,4136.410156,4117.948730,4108.205078,4124.615234,4114.358887,4125.128418,4135.384766,4136.922852,4149.743652,4127.179688,4123.077148,763.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.480519,81.000000,0.000000,4141.538574,4137.436035,4138.461426,4132.820313,4124.102539,4120.000000,4121.538574,4107.692383,4114.358887,4116.922852,4132.820313,4152.307617,4132.820313,4129.230957,746.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.488401,82.000000,0.000000,4146.666504,4138.974121,4138.461426,4134.871582,4123.589844,4121.538574,4116.922852,4106.153809,4099.487305,4109.743652,4123.077148,4153.333496,4129.743652,4143.077148,872.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006151.496283,83.000000,0.000000,4149.230957,4138.974121,4140.000000,4136.922852,4123.077148,4114.358887,4113.333496,4102.563965,4079.487061,4102.563965,4121.538574,4152.820313,4121.025879,4137.948730,836.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
