Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall
1602006594.734135,86.000000,0.000000,4074.358887,4104.615234,4120.000000,4112.820313,4123.589844,4145.641113,4146.153809,4149.743652,4150.769043,4134.871582,4123.589844,4138.974121,4131.282227,4066.153809,870.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.742116,87.000000,0.000000,4081.025635,4117.436035,4124.102539,4120.000000,4128.717773,4157.948730,4156.410156,4153.333496,4158.461426,4126.666504,4131.794922,4141.025879,4126.153809,4078.461426,836.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.749997,88.000000,0.000000,4096.410156,4122.051270,4125.128418,4121.025879,4125.128418,4150.769043,4149.230957,4150.769043,4153.333496,4139.487305,4146.666504,4142.563965,4136.922852,4095.384521,766.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.757878,89.000000,0.000000,4103.077148,4125.128418,4124.615234,4121.025879,4120.000000,4139.487305,4141.538574,4147.692383,4148.717773,4153.333496,4153.846191,4136.410156,4142.563965,4106.153809,728.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.765760,90.000000,0.000000,4092.820557,4131.794922,4125.128418,4127.179688,4129.743652,4137.948730,4144.615234,4153.333496,4166.153809,4161.538574,4144.615234,4135.897461,4145.128418,4107.179688,870.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.773641,91.000000,0.000000,4082.564209,4129.743652,4121.538574,4127.179688,4137.436035,4131.794922,4142.051270,4152.820313,4174.358887,4161.025879,4137.436035,4134.358887,4144.615234,4087.179443,836.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.781522,92.000000,0.000000,4078.974365,4122.051270,4119.487305,4121.025879,4135.384766,4125.641113,4134.871582,4142.051270,4150.769043,4154.871582,4138.974121,4123.077148,4133.333496,4073.846191,766.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.789403,93.000000,0.000000,4075.897461,4118.974121,4119.487305,4119.487305,4135.897461,4128.717773,4135.384766,4136.410156,4133.333496,4152.820313,4125.128418,4122.051270,4123.589844,4078.461426,728.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.797284,94.000000,0.000000,4071.794922,4114.358887,4116.922852,4113.333496,4138.461426,4130.256348,4137.436035,4137.436035,4137.948730,4134.358887,4107.179688,4133.333496,4122.563965,4078.461426,870.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
1602006594.805165,95.000000,0.000000,4075.897461,4107.692383,4119.487305,4108.717773,4136.922852,4130.769043,4135.897461,4142.051270,4137.948730,4106.666504,4117.948730,4135.384766,4119.487305,4072.820557,836.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000
